request,dvr,file,status,timestamp,upload_timestamp,original_size,converted_size,format
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_09_19_0000074623105074.h264,pending,"2024-09-24 00:41:03",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_08_18_0000074623105074.h264,pending,"2024-09-24 00:40:21",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_07_19_0000074623105074.h264,pending,"2024-09-24 00:39:38",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_06_19_0000074623105074.h264,pending,"2024-09-24 00:38:55",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_05_19_0000074623105074.h264,pending,"2024-09-24 00:38:13",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_04_19_0000074623105074.h264,pending,"2024-09-24 00:37:32",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_03_19_0000074623105074.h264,pending,"2024-09-24 00:36:48",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_02_19_0000074623105074.h264,pending,"2024-09-24 00:36:05",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_01_19_0000074623105074.h264,pending,"2024-09-24 00:35:24",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_24_00_00_19_0000074623105074.h264,pending,"2024-09-24 00:34:40",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_59_19_0000074623105074.h264,pending,"2024-09-24 00:33:58",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_58_19_0000074623105074.h264,pending,"2024-09-24 00:33:17",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_57_19_0000074623105074.h264,pending,"2024-09-24 00:32:34",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_56_19_0000074623105074.h264,pending,"2024-09-24 00:31:52",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_55_19_0000074623105074.h264,pending,"2024-09-24 00:31:08",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_54_19_0000074623105074.h264,pending,"2024-09-24 00:30:26",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_53_19_0000074623105074.h264,pending,"2024-09-24 00:29:44",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_52_19_0000074623105074.h264,pending,"2024-09-24 00:29:01",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_51_19_0000074623105074.h264,pending,"2024-09-24 00:28:18",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_50_20_0000074623105074.h264,pending,"2024-09-24 00:27:36",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_49_19_0000074623105074.h264,pending,"2024-09-24 00:26:52",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_48_20_0000074623105074.h264,pending,"2024-09-24 00:26:11",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_47_20_0000074623105074.h264,pending,"2024-09-24 00:25:28",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_46_19_0000074623105074.h264,pending,"2024-09-24 00:24:45",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_45_20_0000074623105074.h264,completed,"2024-09-24 00:23:53","2024-09-24 00:23:56.911484+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_44_20_0000074623105074.h264,pending,"2024-09-24 00:06:33",NULL,0,0,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_43_20_0000074623105074.h264,completed,"2024-09-24 00:05:52","2024-09-24 00:06:42.964317+00:00",11,15,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_42_19_0000074623105074.h264,completed,"2024-09-24 00:05:06","2024-09-24 00:05:44.168704+00:00",11,15,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_41_20_0000074623105074.h264,completed,"2024-09-24 00:03:04","2024-09-24 00:05:14.721240+00:00",10,13,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_40_19_0000074623105074.h264,completed,"2024-09-24 00:02:20","2024-09-24 00:03:04.248045+00:00",10,13,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_39_19_0000074623105074.h264,completed,"2024-09-24 00:01:42","2024-09-24 00:02:32.851105+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_38_20_0000074623105074.h264,completed,"2024-09-24 00:00:59","2024-09-24 00:01:45.891427+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_37_19_0000074623105074.h264,completed,"2024-09-24 00:00:11","2024-09-24 00:01:10.424903+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_36_19_0000074623105074.h264,completed,"2024-09-23 23:57:56","2024-09-23 23:59:25.787359+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_35_18_0000074623105074.h264,completed,"2024-09-23 23:56:36","2024-09-23 23:58:16.594325+00:00",10,13,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_34_19_0000074623105074.h264,completed,"2024-09-23 23:55:20","2024-09-23 23:56:24.634858+00:00",10,14,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_33_19_0000074623105074.h264,completed,"2024-09-23 23:54:47","2024-09-23 23:55:21.712342+00:00",7,10,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_32_18_0000074623105074.h264,completed,"2024-09-23 23:54:17","2024-09-23 23:54:39.817141+00:00",5,8,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_31_19_0000074623105074.h264,completed,"2024-09-23 23:53:42","2024-09-23 23:54:11.317195+00:00",8,11,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_25_58_0000074623105074.h264,completed,"2024-09-23 23:53:01","2024-09-23 23:53:13.727273+00:00",1,1,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_25_58_0000074623105074.h264,completed,"2024-09-23 23:52:53","2024-09-23 23:53:13.727273+00:00",1,1,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_25_41_0000074623105074.h264,completed,"2024-09-23 23:52:36","2024-09-23 23:52:50.577869+00:00",2,2,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_24_41_0000074623105074.h264,completed,"2024-09-23 23:52:10","2024-09-23 23:52:29.090244+00:00",3,5,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_23_41_0000074623105074.h264,completed,"2024-09-23 23:51:01","2024-09-23 23:51:43.544645+00:00",7,11,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_22_41_0000074623105074.h264,completed,"2024-09-23 23:50:18","2024-09-23 23:50:54.522883+00:00",12,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_21_41_0000074623105074.h264,completed,"2024-09-23 23:49:32","2024-09-23 23:50:10.656256+00:00",14,20,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_20_41_0000074623105074.h264,completed,"2024-09-23 23:48:32","2024-09-23 23:49:10.781135+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_19_42_0000074623105074.h264,completed,"2024-09-23 23:47:17","2024-09-23 23:48:00.682918+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_18_41_0000074623105074.h264,completed,"2024-09-23 23:46:25","2024-09-23 23:47:04.517950+00:00",13,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_18_41_0000074623105074.h264,completed,"2024-09-23 23:46:13","2024-09-23 23:47:04.517950+00:00",13,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_17_42_0000074623105074.h264,completed,"2024-09-23 23:45:02","2024-09-23 23:45:43.726788+00:00",13,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_16_41_0000074623105074.h264,completed,"2024-09-23 23:43:30","2024-09-23 23:44:38.476784+00:00",14,18,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_15_42_0000074623105074.h264,completed,"2024-09-23 23:42:18","2024-09-23 23:43:15.285880+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_14_41_0000074623105074.h264,completed,"2024-09-23 23:41:17","2024-09-23 23:42:03.747512+00:00",18,22,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_13_42_0000074623105074.h264,completed,"2024-09-23 23:40:32","2024-09-23 23:41:08.677415+00:00",14,18,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_13_42_0000074623105074.h264,completed,"2024-09-23 23:40:20","2024-09-23 23:41:08.677415+00:00",14,18,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_12_41_0000074623105074.h264,completed,"2024-09-23 23:39:37","2024-09-23 23:40:13.160981+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_12_41_0000074623105074.h264,completed,"2024-09-23 23:39:23","2024-09-23 23:40:13.160981+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_11_42_0000074623105074.h264,completed,"2024-09-23 23:38:27","2024-09-23 23:39:06.207614+00:00",13,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_10_42_0000074623105074.h264,completed,"2024-09-23 23:37:25","2024-09-23 23:38:04.310323+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_09_42_0000074623105074.h264,completed,"2024-09-23 23:36:17","2024-09-23 23:37:03.349778+00:00",12,16,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_07_42_0000074623105074.h264,completed,"2024-09-23 23:34:44","2024-09-23 23:35:49.754056+00:00",13,17,h264
001000007462310507420240923233037000,0000074623105074,2024_09_23_23_08_42_0000074623105074.h264,completed,"2024-09-23 23:32:45","2024-09-23 23:34:22.981371+00:00",13,16,h264
001000007462316110420240923223131000,0000074623161104,2024_09_23_13_59_57_0000074623161104.ts,completed,"2024-09-23 22:37:00","2024-09-23 22:37:57.087596+00:00",4,14,ts
001000007462316110420240923223131000,0000074623161104,2024_09_23_13_58_58_0000074623161104.ts,completed,"2024-09-23 22:35:25","2024-09-23 22:37:04.492588+00:00",4,14,ts
001000007462316110420240923223131000,0000074623161104,2024_09_23_13_57_59_0000074623161104.ts,completed,"2024-09-23 22:33:21","2024-09-23 22:35:10.765975+00:00",4,15,ts
001000007462213204520240923222213000,0000074622132045,2024_09_23_22_22_39_0000074622132045.h264,completed,"2024-09-23 22:24:39","2024-09-23 22:25:15.922032+00:00",17,22,h264
001000007462213204520240923222213000,0000074622132045,2024_09_23_22_21_37_0000074622132045.h264,completed,"2024-09-23 22:23:46","2024-09-23 22:24:35.656335+00:00",16,20,h264
001000007462213204520240923222213000,0000074622132045,2024_09_23_22_21_37_0000074622132045.h264,completed,"2024-09-23 22:23:33","2024-09-23 22:24:35.656335+00:00",16,20,h264
001000007462310507420240923215743000,0000074623105074,2024_09_23_21_36_59_0000074623105074.h264,completed,"2024-09-23 21:58:45","2024-09-23 21:59:03.654777+00:00",2,2,h264
001000007462213410820240923212913000,0000074622134108,2024_09_23_21_29_44_0000074622134108.h264,completed,"2024-09-23 21:30:05","2024-09-23 21:31:54.757439+00:00",27,28,h264
001000007462213410820240923212913000,0000074622134108,2024_09_23_21_28_44_0000074622134108.h264,completed,"2024-09-23 21:29:19","2024-09-23 21:30:41.928347+00:00",26,27,h264
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_32_06_0000074623185130.ts,"Less than 100.0 KiB","2024-09-23 20:52:19","2024-09-23 20:52:21.444907+00:00",0,0,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_31_07_0000074623185130.ts,completed,"2024-09-23 20:52:10","2024-09-23 20:53:17.249821+00:00",3,11,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_30_08_0000074623185130.ts,completed,"2024-09-23 20:52:00","2024-09-23 20:53:16.731113+00:00",3,13,ts
001000007462318513020240923172919000,0000074623185130,1971_01_01_00_00_14_0000074623185130_NV.ts,pending,"2024-09-23 20:51:51",NULL,0,0,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_20_50_0000074623185130.ts,completed,"2024-09-23 20:51:43","2024-09-23 20:52:09.529434+00:00",1,5,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_20_12_0000074623185130.ts,completed,"2024-09-23 20:51:32","2024-09-23 20:52:47.575075+00:00",6,24,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_19_13_0000074623185130.ts,completed,"2024-09-23 20:51:14","2024-09-23 20:53:03.064943+00:00",7,28,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_18_14_0000074623185130.ts,completed,"2024-09-23 20:50:58","2024-09-23 20:53:36.300285+00:00",12,45,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_17_11_0000074623185130.ts,completed,"2024-09-23 20:50:45","2024-09-23 20:52:40.428949+00:00",12,49,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_16_12_0000074623185130.ts,completed,"2024-09-23 20:50:38","2024-09-23 20:51:34.786863+00:00",4,14,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_15_13_0000074623185130.ts,completed,"2024-09-23 20:50:24","2024-09-23 20:51:36.569833+00:00",4,19,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_14_14_0000074623185130.ts,completed,"2024-09-23 20:50:05","2024-09-23 20:52:14.676803+00:00",8,32,ts
001000007462318513020240923172919000,0000074623185130,2024_09_23_17_13_15_0000074623185130.ts,completed,"2024-09-23 20:49:51","2024-09-23 20:51:48.729045+00:00",6,28,ts
